gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
NCKAP1L	8.72407398735706e-72	0.69313963018266	0.672	0.565	1.87707175911974e-67
XIST	1.1993070895376e-71	-0.676240932427667	0.23	0.477	2.58042913384909e-67
MYO10	1.40475865661193e-71	-0.460189732002565	0.716	0.879	3.02247872556623e-67
PFN1	1.48591893478797e-71	0.285814310073456	0.999	0.998	3.1971031800898e-67
C9orf3	1.92832911784362e-71	0.2705153386319	0.345	0.165	4.14899292995234e-67
GSTP1	3.25561348157082e-71	-0.293472853786606	1	1	7.00477796694777e-67
PCDH17	3.71129074778498e-71	-0.500027377371357	0.186	0.407	7.98521317293417e-67
NHP2	3.75306979776567e-71	-0.304623924955867	0.968	0.989	8.07510497687262e-67
ACTG2	6.88387036998356e-71	0.53398728125186	0.378	0.19	1.48113354880566e-66
RAPH1	1.02935326535009e-70	0.291991276103799	0.356	0.175	2.21475648572725e-66
MDK	1.63002782434397e-70	-0.607142520265135	0.596	0.751	3.50716786685848e-66
FSTL3	1.83812396638783e-70	0.29758550188897	0.388	0.197	3.95490752608005e-66
TRPM4	2.38406816639324e-70	-0.496659888065094	0.63	0.79	5.12956106681169e-66
CYTH3	2.74898274325816e-70	0.255242351134571	0.278	0.12	5.91471127039426e-66
PRTFDC1	2.93036337492882e-70	0.317633006875631	0.352	0.172	6.30496983749686e-66
WDR1	3.23635749288975e-70	0.404710957749566	0.723	0.548	6.96334678170159e-66
ZNRF2	3.52487205609156e-70	0.316473348182022	0.412	0.222	7.58411471588661e-66
PARP1	9.32345635331325e-70	-0.384609696740272	0.952	0.972	2.00603486897888e-65
EVA1B	1.19419353567856e-69	0.399973955925752	0.518	0.317	2.56942681136598e-65
OSBPL8	1.35079397968195e-69	0.406325277153731	0.851	0.74	2.90636832668367e-65
PAX9	2.50846405193941e-69	0.298814833038633	0.353	0.175	5.39721125415283e-65
DCDC2	5.40692629610735e-69	-0.387516464339647	0.111	0.316	1.16335426187046e-64
CDKN1A	8.93973236154742e-69	0.422141497107897	0.406	0.212	1.92347281491054e-64
IFI27L2	9.06776589690126e-69	0.443099537567282	0.547	0.367	1.95102051037727e-64
CTSC	2.12573262116445e-68	-0.357134529437694	0.27	0.513	4.57372630769744e-64
PDLIM5	3.93443686261336e-68	0.360030645756505	0.646	0.437	8.4653343535989e-64
NIN	3.98485860504035e-68	0.381527272911271	0.634	0.434	8.57382177460482e-64
POU3F2	7.03524500246139e-68	-0.526621448159709	0.223	0.425	1.51370331472959e-63
CLTA	1.04160958875563e-67	0.27220333576943	0.991	0.973	2.24112719116661e-63
ARHGDIB	1.07888679544493e-67	0.377916726981035	0.724	0.533	2.32133282907931e-63
RPL7	1.18898391835933e-67	0.284897699038281	1	1	2.55821779874193e-63
FNDC3B	1.32484229713776e-67	0.376923687879326	0.518	0.328	2.85053068652159e-63
CYTOR	3.11054762892158e-67	0.395128093259377	0.688	0.492	6.69265427838767e-63
PPP1R12A	3.31352953114766e-67	0.443085162007679	0.803	0.708	7.1293901392173e-63
PLAG1	5.5830769232303e-67	-0.318882836322519	0.073	0.262	1.20125483080223e-62
CAV1	7.61225652757553e-67	0.408661567780783	0.998	0.984	1.63785311447315e-62
TCAF1	8.5814195385271e-67	0.484343002241667	0.717	0.562	1.84637822790949e-62
NDUFB11	2.22943428884698e-66	-0.328708718991527	0.964	0.982	4.79685081588317e-62
HGSNAT	3.51289027994079e-66	0.392118319029468	0.533	0.348	7.5583347263206e-62
CKB	4.18375856398876e-66	-0.482791580450169	0.53	0.717	9.00177492627822e-62
TCF7L1	4.57750096550913e-66	0.328916520318243	0.43	0.242	9.84895107738944e-62
CYB5R3	8.25995760403659e-66	0.370123824253666	0.867	0.765	1.77721247808451e-61
DGKD	1.51714155722014e-65	0.363481018965295	0.709	0.518	3.26428177451486e-61
ARHGEF12	5.63660757385604e-65	0.385803721471253	0.695	0.51	1.21277248559086e-60
COL4A1	1.26412329124101e-64	0.355259370663766	0.399	0.213	2.71988767343417e-60
PRKAG2	1.77549556979142e-64	0.25113252689625	0.312	0.148	3.82015626796322e-60
KLF2	1.8912668491963e-64	0.264152126386103	0.234	0.094	4.06924975273075e-60
KAZN	9.41107251839397e-64	0.29884857933783	0.45	0.256	2.02488636305765e-59
BCAT1	1.18786278776972e-63	-0.403246741733591	0.344	0.566	2.55580557416534e-59
CLMP	2.03440032830768e-63	-0.413516629847045	0.287	0.495	4.3772157463868e-59
UPP1	2.52764087729293e-63	0.290593112738032	0.255	0.11	5.43847211158347e-59
CCT2	3.05631631328839e-63	-0.285390072004548	0.991	0.995	6.57597017967131e-59
ATP6V1E1	5.21004655569131e-63	0.398326480132	0.814	0.683	1.12099361692254e-58
CD81	9.23006139907529e-63	0.310281270385582	0.966	0.924	1.98594001062504e-58
XRCC5	1.09534137360271e-62	-0.262867974797389	0.994	0.998	2.35673649944358e-58
C1orf198	2.49108960793667e-62	0.305467625898699	0.423	0.24	5.35982840043654e-58
CSDE1	2.50876000741309e-62	-0.282589308021877	0.989	0.993	5.39784803195e-58
FTL	2.69926656205091e-62	0.359048229929797	1	1	5.80774193490873e-58
SSRP1	3.52477797116091e-62	-0.324084519201004	0.889	0.955	7.58391228274981e-58
EZR	4.7886927042673e-62	0.416228931083226	0.892	0.825	1.03033512225015e-57
ACTR2	1.20554980020615e-61	0.312559383677343	0.972	0.952	2.59386095012355e-57
GNG12	1.55157246681421e-61	0.286023165834368	0.396	0.211	3.33836331959745e-57
NET1	2.0111423951528e-61	0.382679561413	0.597	0.415	4.32717397741076e-57
AKAP7	6.77743717655266e-61	-0.42190961665109	0.324	0.519	1.45823338290707e-56
LRP10	8.36618239433172e-61	0.258982723536211	0.296	0.142	1.80006780396441e-56
SMS	1.15103038469874e-60	0.390984489790891	0.951	0.9	2.47655697571781e-56
WSB2	1.56791553099957e-60	0.302775378781987	0.486	0.297	3.37352705649868e-56
NQO1	2.35183392797408e-60	0.344705411212496	0.381	0.209	5.06020587942903e-56
PMEPA1	2.63273039280171e-60	0.29005885021679	0.465	0.275	5.66458271315217e-56
FARP1	3.62198187866934e-60	0.378781392456849	0.611	0.442	7.79305621014496e-56
STOM	5.6304115468945e-60	0.332578723717092	0.52	0.332	1.21143934842982e-55
RUVBL1	5.80402804306393e-60	-0.354761142794775	0.767	0.878	1.24879467374564e-55
CALCB	7.70572672647632e-60	0.460279393410911	0.62	0.424	1.65796416246864e-55
PHB	1.17771277498995e-59	-0.312606943407171	0.942	0.973	2.53396680666837e-55
ARPC3	1.27398093781384e-59	0.296516525412365	0.976	0.937	2.74109738580026e-55
CALU	1.58007463909804e-59	0.327392457387555	0.922	0.812	3.39968859348334e-55
RRBP1	1.94594248055532e-59	0.356776719724276	0.772	0.62	4.18688984116283e-55
NEAT1	2.23820143036547e-59	0.625524907366594	0.918	0.936	4.81571419757435e-55
RPS27L	2.48618569862055e-59	0.383716039420309	0.925	0.864	5.34927714915198e-55
NDUFB9	2.99412215342777e-59	-0.579418920341829	0.959	0.972	6.44215322531519e-55
KIF5B	3.32126756919678e-59	0.358700369587489	0.9	0.823	7.14603930188378e-55
NFIX	4.14053237140183e-59	0.410777041322911	0.665	0.493	8.90876945030819e-55
NFIC	7.61099359604658e-59	0.304355326491138	0.906	0.793	1.63758138212538e-54
ITGAV	1.46220503939588e-58	0.335487580625947	0.457	0.28	3.14608036276418e-54
SDCBP	2.96955167708743e-58	0.345964115004443	0.769	0.616	6.38928738842131e-54
CLIC1	3.31971498112699e-58	0.358453147374977	0.965	0.929	7.14269875339282e-54
MTHFD2	4.00142945377268e-58	-0.596355228703658	0.58	0.716	8.60947561273729e-54
GUK1	4.66543776729944e-58	0.286036584006438	0.973	0.944	1.00381559001215e-53
ZFP36L2	4.88468035755186e-58	0.379537806929574	0.51	0.332	1.05098782573086e-53
APCDD1	8.81178321459039e-58	-0.472552045384093	0.394	0.578	1.89594327645127e-53
TFAP2B	1.65676247629531e-57	-0.776940891539512	0.038	0.191	3.564690143997e-53
OLFM3	3.41276239165479e-57	0.265620936048083	0.381	0.208	7.34289956188445e-53
LASP1	3.93502870636916e-57	0.336302977267306	0.587	0.409	8.46660776462389e-53
MYADM	4.98358712742786e-57	0.280203670288951	0.335	0.177	1.07226860633738e-52
ARF6	7.21153272217553e-57	0.3759031150886	0.682	0.513	1.55163338050329e-52
ZDHHC21	9.54840277249624e-57	0.367561155814412	0.646	0.461	2.05443434053029e-52
IFITM3	1.10965767479574e-56	0.40670680828991	0.816	0.732	2.38753945309052e-52
CAPN2	1.15139137881657e-56	0.326562056713003	0.58	0.401	2.47733369066173e-52
IGF1	1.27014762486561e-56	-0.405196357060963	0.16	0.353	2.73284962966084e-52
REEP5	1.44149985984974e-56	0.301691552966901	0.668	0.478	3.10153109845269e-52
NPTXR	1.77845663308898e-56	0.311540613708352	0.532	0.345	3.82652729175424e-52
CCT8	1.92395478112374e-56	-0.280313021903563	0.932	0.971	4.13958110706584e-52
RBBP4	2.40295035134014e-56	-0.333215344021584	0.877	0.933	5.17018797594345e-52
PHLDB2	4.70781318248705e-56	0.275230049902194	0.314	0.16	1.01293308434391e-51
FAM162A	5.60134922678417e-56	-0.367287495234824	0.583	0.734	1.20518629963488e-51
SEPT7	6.12680536904382e-56	0.265658382409233	0.981	0.955	1.31824344320347e-51
REXO2	6.4874597142425e-56	0.333905555407075	0.829	0.696	1.39584183211642e-51
LRPPRC	6.6191932986614e-56	-0.333443229197405	0.688	0.822	1.42418563013999e-51
UAP1	1.09550328944274e-55	0.360538570684888	0.9	0.822	2.357084877565e-51
ATP5ME	1.2314874881992e-55	-0.29977135080189	0.984	0.99	2.6496684796094e-51
PA2G4	1.42588478105282e-55	-0.288250755230874	0.998	0.999	3.06793369491324e-51
PENK	1.81005194129465e-55	-1.06398013824478	0.071	0.234	3.89450775688958e-51
FH	4.34900783936339e-55	-0.2910619410749	0.513	0.717	9.35732526717426e-51
CEBPZ	5.36671285892236e-55	-0.321722695687036	0.686	0.845	1.15470193872573e-50
U2SURP	6.4628536966452e-55	-0.36758106559949	0.796	0.881	1.39054760137018e-50
NDUFC1	9.84277787059521e-55	-0.292490020833564	0.957	0.982	2.11777208663727e-50
FLNB	1.14918274356875e-54	0.29995776976489	0.479	0.303	2.47258159106251e-50
ADGRG2	1.63321785513766e-54	0.279346342557633	0.477	0.287	3.5140315371142e-50
MAP4	2.26205680766197e-54	0.37604419959237	0.834	0.774	4.86704142736549e-50
RPL36AL	2.26814044526261e-54	0.262703281596314	0.992	0.974	4.88013098202703e-50
SNRPB	3.16407016194461e-54	-0.262902631137802	0.963	0.987	6.80781336044002e-50
SOX2	4.65035819128876e-54	-0.43312811935728	0.228	0.428	1.00057106843769e-49
ERRFI1	5.14417465271221e-54	0.330560487980505	0.363	0.204	1.10682061827756e-49
PSMB1	6.16550310895373e-54	-0.277345951074528	0.962	0.988	1.32656964892248e-49
HIF1A	1.60905781711857e-53	0.33146545882812	0.689	0.522	3.46204879931231e-49
CDC37L1	2.02582185294956e-53	0.399779123787752	0.563	0.395	4.35875829880627e-49
PSMD14	2.05333379735053e-53	-0.307542746635386	0.814	0.907	4.41795299837941e-49
ZNF703	2.39074724332688e-53	0.342974171369291	0.848	0.738	5.14393176874211e-49
FZD3	2.73348534333279e-53	-0.360622469759304	0.198	0.384	5.88136706471483e-49
HMGA1	3.32042833943167e-53	-0.327764055702444	0.645	0.797	7.14423361512119e-49
NME1	3.72696067787571e-53	-0.268246393576013	0.951	0.985	8.01892859451738e-49
TFPI	4.35479233276609e-53	0.280275673700503	0.425	0.253	9.36977118317953e-49
ALDH1A1	4.43980641540918e-53	-0.321030113661316	0.035	0.182	9.55268748339439e-49
WDFY2	1.00126700980876e-52	0.336688464892255	0.632	0.451	2.15432609830453e-48
SLC4A7	1.00330637797071e-52	0.255081322654926	0.419	0.247	2.15871400284178e-48
AMER2	1.73536670837691e-52	0.403576442404328	0.647	0.475	3.73381500974375e-48
QSOX1	1.80127095505963e-52	0.261206976763348	0.369	0.209	3.8756145869063e-48
JDP2	2.05745246035645e-52	0.255143596548268	0.28	0.139	4.42681471370293e-48
DCC	2.95818093404792e-52	0.260228240513581	0.394	0.227	6.36482209769751e-48
AMOTL2	3.696434336489e-52	0.286864703712068	0.54	0.355	7.95324811838973e-48
SEC11C	3.95005667849918e-52	-0.638247089256964	0.696	0.784	8.49894194945884e-48
PFKP	4.53920566566934e-52	0.318295425367909	0.713	0.545	9.76655491025414e-48
H2AFZ	5.33958139394172e-52	-0.308002885487983	0.994	0.998	1.1488643327205e-47
RPS3	1.27124868350574e-51	-0.328784793534233	1	1	2.73521866743096e-47
CYBA	1.83738023676985e-51	0.39057277096233	0.641	0.491	3.953307317434e-47
RSL24D1	1.96458985373884e-51	-0.395653943257176	0.843	0.906	4.22701152930449e-47
GRINA	3.5313054618909e-51	0.342003058189133	0.64	0.475	7.59795683180445e-47
NOC2L	9.97633535957198e-51	-0.332423883279445	0.622	0.758	2.14650831596551e-46
LMCD1	2.96627702429817e-50	0.415273417770386	0.312	0.168	6.38224164547995e-46
AASDHPPT	3.71054315021737e-50	-0.357676037686553	0.449	0.608	7.98360464200769e-46
KLHL23	6.58008000451624e-50	-0.366794191556794	0.41	0.577	1.41577001377171e-45
MRPL36	6.68957757634585e-50	0.301551378424861	0.823	0.685	1.43932951132657e-45
KDM1A	8.07524324863905e-50	-0.32577842309322	0.749	0.845	1.73746933737718e-45
WWC2	8.65326060040647e-50	0.28069909906606	0.696	0.506	1.86183555078346e-45
HECTD1	1.23717037921699e-49	0.330571738147911	0.762	0.634	2.66189578792328e-45
GRN	1.43520398790938e-49	0.326055513518168	0.563	0.397	3.08798490038582e-45
HCFC1R1	1.57785940034914e-49	0.328231826235922	0.692	0.534	3.39492228579122e-45
ARHGAP18	1.77984410948451e-49	0.271022242132201	0.42	0.255	3.82951258596688e-45
TIMM13	1.80148784037104e-49	-0.275408496107171	0.95	0.977	3.87608123734232e-45
SMC1A	2.22515214484951e-49	-0.369640700871637	0.757	0.849	4.7876373548582e-45
NONO	2.75741195863646e-49	-0.25843515910117	0.971	0.988	5.9328475702022e-45
PXDN	3.59390312445993e-49	0.339089554437436	0.783	0.646	7.73264196258799e-45
TMEM50A	6.24020517707551e-49	0.305547412152501	0.899	0.843	1.34264254589957e-44
CAST	6.37446547714202e-49	0.291838443260819	0.798	0.657	1.37152999206188e-44
NUDC	8.04388477852978e-49	-0.286140636439559	0.94	0.976	1.73072224894847e-44
MT-ND2	1.36799006510147e-48	-0.338347712946871	0.999	0.999	2.94336742407232e-44
DDX3Y	2.18365000300137e-48	0.268081210008591	0.288	0.148	4.69834134645775e-44
MAP4K5	2.50477117696323e-48	0.276638088156747	0.497	0.328	5.38926566435408e-44
ZRANB2	2.70554927487551e-48	-0.324444037004296	0.848	0.911	5.82125981982214e-44
KDSR	3.35227792785602e-48	-0.415959543212887	0.786	0.866	7.212761189575e-44
CDH8	4.18370321034121e-48	0.294210956859084	0.597	0.422	9.00165582737014e-44
EIF2S3	4.46035734993244e-48	-0.336915533195933	0.662	0.765	9.59690487411465e-44
RBMS1	4.97053011371303e-48	0.295239145110096	0.662	0.487	1.0694592592665e-43
RPL36A	5.58065748524453e-48	-0.282263261669644	0.982	0.985	1.20073426452521e-43
MSRB2	6.25556706071359e-48	0.303524601980906	0.618	0.45	1.34594780878314e-43
BRI3	1.86521444062625e-47	0.263648649327721	0.924	0.871	4.01319539045144e-43
PACS1	1.88598016123357e-47	0.261441641831452	0.489	0.32	4.05787491491015e-43
IKBIP	2.99102098116731e-47	0.295041683448578	0.518	0.356	6.43548074307958e-43
PRAME	4.7092604655048e-47	0.265795060426153	0.423	0.257	1.01324448175801e-42
AC245595.1	7.13589988478034e-47	0.285957812989395	0.595	0.427	1.53536021920934e-42
CPE	8.01855521312835e-47	-0.305805525902945	0.075	0.223	1.7252723396567e-42
ANXA7	1.07280225178319e-46	0.291055295392436	0.623	0.461	2.30824132493671e-42
TSHZ3	1.12514257024718e-46	-0.396043192178767	0.073	0.22	2.42085675414383e-42
NAPA	1.44445268654646e-46	0.271559007241845	0.554	0.384	3.10788440037337e-42
YBX3	2.61306089739043e-46	0.257868090688913	0.958	0.91	5.62226182682525e-42
NDUFB4	3.55266599837938e-46	-0.266322484516246	0.935	0.973	7.64391616211308e-42
LPIN2	4.22649186471111e-46	0.289887935928939	0.453	0.294	9.09371989611242e-42
RSL1D1	4.35071957072711e-46	-0.268071695229118	0.908	0.962	9.36100822837645e-42
RNF213	5.27619428564517e-46	0.292623584824271	0.506	0.342	1.13522596249942e-41
KMO	8.18839488980228e-46	-0.283347935215064	0.143	0.314	1.76181504448986e-41
FGFR1	8.98626752814289e-46	-0.327093010003457	0.289	0.463	1.93348532135522e-41
TXNL4A	1.12426842897876e-45	-0.29340809073434	0.854	0.912	2.4189759517907e-41
LAPTM4A	1.91205401378009e-45	0.28073455310122	0.882	0.791	4.11397541604925e-41
TCEAL4	2.67562713877511e-45	0.327051335077252	0.857	0.773	5.75687935178853e-41
PSMA4	4.25366868756456e-45	-0.252231831566474	0.956	0.979	9.1521935481639e-41
LAMP2	4.31620942257518e-45	0.296406944716631	0.573	0.408	9.28675619361276e-41
LY6E	5.17350036700422e-45	0.309372421251217	0.957	0.948	1.11313033896463e-40
PAICS	5.34452345728374e-45	-0.295081198368708	0.796	0.879	1.14992766706917e-40
CLIP1	6.0071734928157e-45	0.282658500624239	0.489	0.329	1.29250344871423e-40
PDLIM7	6.02681670758505e-45	0.317049479914706	0.646	0.499	1.296729882804e-40
PPIB	6.91816476910218e-45	0.270977814289426	0.967	0.941	1.48851233172003e-40
PDIA3	8.93793431926757e-45	0.272695520467709	0.9	0.83	1.92308594813361e-40
ARPC1B	1.20871819072087e-44	0.265223700080026	0.488	0.324	2.60067805915503e-40
HOXB7	1.76684578074383e-44	-0.27002135153948	0.238	0.422	3.80154538184843e-40
CACNA2D1	1.86544073459071e-44	0.28755170079926	0.477	0.319	4.01368228454538e-40
SLC1A5	3.00634473971091e-44	-0.322209409014561	0.462	0.64	6.468451341962e-40
CD59	3.787482938104e-44	0.285895881387296	0.454	0.298	8.14914828962457e-40
MRTO4	4.87318122989403e-44	-0.294040951062778	0.716	0.828	1.048513673424e-39
MAP1B	5.52825775746561e-44	0.357048877285768	0.776	0.624	1.1894599390963e-39
HOOK3	6.20741004891724e-44	0.311829083520027	0.714	0.579	1.33558634612503e-39
NDUFB1	9.24599548867961e-44	0.26650900816345	0.982	0.977	1.98936838934431e-39
OLFM2	9.52764466861907e-44	0.291704198018733	0.828	0.68	2.04996802690008e-39
TMEM41B	2.09610561603888e-43	0.32899616139494	0.583	0.438	4.50998084346926e-39
UGP2	4.17374966110226e-43	0.328805063602837	0.634	0.487	8.98023977082762e-39
TCP1	5.75337170890903e-43	-0.254016884969519	0.941	0.965	1.23789545688887e-38
TXNRD2	6.08026603499123e-43	0.328797303393641	0.495	0.336	1.30823004008871e-38
IARS	6.98811783053971e-43	-0.305412990844849	0.726	0.818	1.50356343241892e-38
ARHGAP5	1.08174269927561e-42	0.28347658785356	0.518	0.364	2.3274775917614e-38
ARID1B	1.24168484963336e-42	-0.342466543437342	0.646	0.753	2.67160912247113e-38
COX6C	1.49244176757803e-42	0.280607590539322	0.991	0.995	3.2111377071209e-38
CITED2	1.61513367074375e-42	-0.351861852154298	0.761	0.846	3.47512160597225e-38
HTATSF1	1.70645481439261e-42	-0.310258046048896	0.647	0.772	3.67160817864714e-38
CORO1C	1.82352247642091e-42	0.302711008358438	0.63	0.476	3.92349096026724e-38
SELENOP	1.94891921739505e-42	-0.413866966246474	0.257	0.412	4.19329458814719e-38
TXNRD1	3.24135251321655e-42	0.365301423698845	0.922	0.889	6.97409406743673e-38
BEX1	4.59901753885578e-42	0.402759411436909	0.638	0.458	9.8952461366021e-38
SORBS3	4.85494039550419e-42	0.296727558144249	0.57	0.417	1.04458897549668e-37
NDUFAB1	5.38375260510098e-42	-0.26187321176862	0.935	0.967	1.15836821051353e-37
JUN	6.88327193249178e-42	0.301917845956013	0.55	0.379	1.48100478899493e-37
PHLDA2	1.18642065153285e-41	0.47932582236411	0.344	0.204	2.55270267383807e-37
ATXN7L3B	1.5453945122001e-41	-0.327908225003313	0.642	0.743	3.32507083244975e-37
ADGRE5	1.67198735145553e-41	0.261431476351778	0.408	0.258	3.59744798539172e-37
SLC7A8	1.77816882482595e-41	0.253039932706412	0.347	0.205	3.82590804349552e-37
S100A4	2.55917173416317e-41	0.422032782513375	0.466	0.32	5.50631390322547e-37
IFIT3	4.70091704097083e-41	0.258703643208323	0.174	0.075	1.01144931053528e-36
FAM89A	4.76487338029944e-41	-0.365698114561638	0.172	0.325	1.02521015650523e-36
KIF21A	4.95972039328488e-41	-0.262014692065944	0.118	0.266	1.06713343981918e-36
ITM2B	6.87721308667891e-41	0.274714940116602	0.821	0.704	1.47970116772983e-36
BAX	8.07443396093471e-41	0.292215121247038	0.794	0.672	1.73729521103471e-36
RTN3	1.08353524938538e-40	-0.28757303559067	0.705	0.807	2.33133444257757e-36
RHOB	1.58870107604744e-40	0.321129220122745	0.426	0.276	3.41824923522367e-36
NOSIP	1.59921944485949e-40	0.276490720619195	0.841	0.749	3.44088055755968e-36
ANKRD1	2.36281112557301e-40	0.774561318205019	0.103	0.033	5.08382441778289e-36
KPNB1	2.72467472929283e-40	-0.250179307997901	0.983	0.992	5.86241014754645e-36
HLA-C	2.89691348685109e-40	0.269427224270793	0.544	0.392	6.23299905830881e-36
DDX18	3.8450631065234e-40	-0.254183076885263	0.842	0.922	8.27303777999574e-36
TRAP1	4.8855420375479e-40	-0.274277165551437	0.543	0.688	1.05117322479881e-35
CTNNAL1	6.22133812851541e-40	0.257937902050606	0.701	0.545	1.33858311173138e-35
HSPE1	6.9714865704596e-40	-0.25752463696361	0.996	0.998	1.49998505050009e-35
IRF2BPL	8.37229843520996e-40	0.264539420779268	0.476	0.326	1.80138373131978e-35
POLR2J3.1	9.28945113486953e-40	-0.357206235189337	0.669	0.763	1.99871830617853e-35
UBE2J1	9.59366359181436e-40	0.258222430659789	0.53	0.378	2.06417265841478e-35
UBA1	3.59951257094039e-39	-0.289542613547034	0.752	0.828	7.74471124763533e-35
CTCFL	4.61476961262756e-39	-0.357736252093531	0.031	0.143	9.92913829852947e-35
TSPAN4	7.25750839330492e-39	0.302201274911332	0.544	0.401	1.56152550590349e-34
ARL6IP5	7.41692944571569e-39	0.273022184793106	0.655	0.5	1.59582653954019e-34
PNRC1	1.051607530965e-38	0.309912262698472	0.546	0.4	2.2626387636243e-34
SNTB2	1.3128147111943e-38	0.273222141545173	0.506	0.362	2.82465213260566e-34
RPS25	1.67244259388503e-38	-0.270056745739184	1	1	3.59842748500303e-34
SMIM14	2.16496952135951e-38	0.281500590188612	0.446	0.302	4.65814842215711e-34
RARRES2	3.95411096220521e-38	-0.660770358164014	0.065	0.185	8.50766514628072e-34
AIDA	5.35037809520038e-38	0.272417659831805	0.685	0.544	1.15118735096331e-33
NDUFAF2	6.53165443141388e-38	-0.302456560499721	0.655	0.749	1.40535076746301e-33
MRPL3	7.15991184223202e-38	-0.279912508932084	0.736	0.822	1.54052663197464e-33
CENPX	8.38487935673462e-38	-0.269128371035309	0.648	0.792	1.80409064239502e-33
MEX3A	8.56397655130419e-38	-0.319021138724352	0.554	0.7	1.84262519477861e-33
CENPH	9.2225556066213e-38	-0.306702409837535	0.467	0.599	1.98432506432064e-33
ODC1	1.01835515296244e-37	-0.266759779157384	0.797	0.91	2.19109294711398e-33
FABP5	1.06194234599e-37	-0.29989053284373	0.961	0.978	2.28487515163209e-33
ASAH1	1.10577988498503e-37	0.276286082253407	0.561	0.418	2.37919600053379e-33
PSAP	1.78732079076578e-37	0.261298030209872	0.863	0.771	3.84559941341166e-33
BNIP3L	1.9520078606004e-37	0.313142772453976	0.735	0.648	4.19994011286782e-33
RTN4	2.26778117686408e-37	0.267790040169847	0.949	0.919	4.87935798014074e-33
MYC	2.3683909188709e-37	-0.454349788789252	0.654	0.74	5.09582990104262e-33
PAWR	3.20004713573859e-37	0.330098702632722	0.674	0.552	6.88522141725516e-33
ID2	3.35163535974478e-37	0.295179774517281	0.96	0.885	7.21137864002686e-33
UBE3D	3.99946316317134e-37	-0.291418583649759	0.235	0.384	8.60524494187945e-33
DNAJC19	7.68968931625616e-37	-0.29305034804993	0.601	0.709	1.65451355328568e-32
EEF1E1	1.06794077448713e-36	-0.279849563217824	0.632	0.754	2.29778137038651e-32
MEIS1	1.27073133513164e-36	-0.264308471007781	0.109	0.242	2.73410554066924e-32
STMN4	1.50930464642109e-36	-0.312023214856344	0.021	0.122	3.24741987723962e-32
UBE2G2	1.82842597511096e-36	-0.274613522863189	0.783	0.868	3.93404132804874e-32
ZFP36L1	1.97378619877921e-36	0.282948374438951	0.752	0.611	4.24679838529335e-32
EPB41	2.53582045491855e-36	-0.3669735383565	0.765	0.849	5.45607129080275e-32
HDAC2	2.57226279218369e-36	-0.257171625408887	0.885	0.939	5.53448062366243e-32
IQGAP1	2.98532084415816e-36	0.257611103892841	0.825	0.719	6.4232163282907e-32
ANGPTL4	3.47942026423717e-36	0.253117122819806	0.268	0.149	7.4863206405327e-32
ATP11B	3.61011596307426e-36	0.273444359616275	0.507	0.366	7.76752550615057e-32
RAC3	4.53451648815963e-36	-0.251652566921375	0.202	0.353	9.75646567592425e-32
LDLR	4.56428385327225e-36	0.250049265333023	0.522	0.372	9.82051313870057e-32
BCL11B	4.9136227784548e-36	-0.345315057641609	0.722	0.816	1.05721507701234e-31
STEAP1	6.02682400491743e-36	-0.288404081588417	0.443	0.591	1.29673145289803e-31
LARP1	7.26968595592418e-36	-0.265358953458097	0.792	0.871	1.56414563027665e-31
CSNK2A1	8.85959487321863e-36	-0.252439246631774	0.796	0.871	1.90623043292172e-31
MRPL21	1.15401801181186e-35	-0.261954157153821	0.703	0.81	2.48298515421441e-31
SQSTM1	1.42519250756396e-35	0.323515933241273	0.737	0.624	3.06644419927461e-31
POLR2H	1.78624754508162e-35	-0.253749461985901	0.672	0.789	3.8432902179976e-31
MCM2	1.85228586209444e-35	-0.274795538286636	0.388	0.533	3.9853782608824e-31
CEBPB	2.17740332309353e-35	-0.304478600494502	0.447	0.604	4.68490098996804e-31
NOP14	2.91136220669809e-35	-0.295049443830899	0.533	0.642	6.26408692393161e-31
STEAP2	3.07140252470285e-35	-0.337601960010763	0.301	0.441	6.60842967215065e-31
TMEM132B	3.40435615596124e-35	-0.33920257640541	0.043	0.152	7.3248127051662e-31
SARS	7.3888979995834e-35	-0.427664303545202	0.736	0.793	1.58979529359036e-30
TUBB4B	7.61583894702639e-35	0.358609923053363	0.94	0.888	1.6386239078422e-30
SNHG8	1.02987893954872e-34	-0.330978041658497	0.661	0.747	2.21588752633302e-30
IK	1.15390398418116e-34	-0.252390067777848	0.777	0.868	2.48273981236418e-30
PSAT1	1.25962019120091e-34	-0.442181243361759	0.449	0.559	2.71019880338787e-30
HSPA9	2.1755210151163e-34	-0.262323944863038	0.872	0.914	4.68085101612423e-30
TES	2.38408478110179e-34	0.273510943080217	0.686	0.533	5.12959681501861e-30
GSTM3	2.73353679446561e-34	0.32631113793014	0.704	0.619	5.8814777669722e-30
TFAM	2.95520660651063e-34	-0.253090712225288	0.597	0.728	6.35842253456827e-30
E2F5	4.90290827560979e-34	-0.279189232968304	0.242	0.381	1.0549097445802e-29
KIF2A	5.27240341898496e-34	-0.28106955700397	0.413	0.546	1.1344103196288e-29
PGRMC2	7.35335387564725e-34	0.271255414156898	0.536	0.405	1.58214761988426e-29
MSI2	8.76360717424044e-34	-0.25491655407261	0.234	0.379	1.88557771960957e-29
