gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PRCP	1.46732033378193e-68	0.374775383928969	0.745	0.38	4.92124566747123e-64
MGST3	1.47586500761457e-68	0.464298370996777	0.993	0.994	4.9499036490385e-64
EIF2S2	1.97100926689051e-68	-0.431485829077739	0.973	0.993	6.61056798022409e-64
ELP5	3.99593764139722e-68	-0.491833251804257	0.848	0.931	1.34019752554821e-63
PDLIM4	5.13700922578921e-68	0.269410104335395	0.542	0.212	1.72290152423744e-63
CTSC	8.10673471573569e-68	0.745271247733894	0.912	0.745	2.71891775631059e-63
LSM4	8.61523979698833e-68	-0.414651186703223	0.966	0.993	2.88946527551192e-63
CCT5	1.42867093438475e-67	-0.474095684468946	0.982	0.997	4.791619446833e-63
EXOSC8	2.02756380812177e-67	-0.493425393806725	0.609	0.815	6.8002462560596e-63
MYO10	3.55493193393212e-67	0.5891100348158	0.982	0.94	1.19228862132149e-62
VAT1	5.14528750472415e-67	0.31983636868559	0.683	0.323	1.72567797620943e-62
FAM96B	7.90830566034217e-67	-0.468390178496435	0.913	0.964	2.65236663542216e-62
TUBA1B	1.76446094796073e-66	-0.392775597610357	0.998	1	5.91782557336548e-62
NPC2	1.87821767056576e-66	0.492317583702264	0.949	0.833	6.2993542453105e-62
SPTAN1	3.24868442237753e-66	0.490142586223399	0.942	0.795	1.0895762684212e-61
ZIC2	6.81708263551165e-66	-0.498476639230635	0.138	0.531	2.28638134512425e-61
HOXD13	7.25623962603489e-66	0.530731338705954	0.853	0.595	2.43367020817584e-61
SLC6A8	1.87896313896263e-65	0.370333266067439	0.775	0.434	6.30185447176677e-61
TUBA4A	1.94730137502708e-65	-0.648566594136125	0.435	0.696	6.53105408170332e-61
ZNF706	2.48879370983988e-65	0.44763271000223	0.949	0.872	8.34716522343198e-61
CHD3	3.85734269735028e-65	0.48148670083842	0.963	0.885	1.29371416726431e-60
LSM7	4.62300039614489e-65	-0.451279907408398	0.963	0.995	1.55050810286303e-60
ITM2B	8.52717616880239e-65	-0.536912895500908	0.841	0.915	2.85992961525463e-60
SEPHS1	1.36281407886861e-64	-0.478799942782113	0.384	0.689	4.57074213911744e-60
PKP2	1.97895555299888e-64	0.319850877554329	0.517	0.199	6.63721902920295e-60
POLR2J3.1	2.95892525315124e-64	0.539529732916781	0.888	0.675	9.92393940654393e-60
BEX1	3.25326882736643e-64	0.717703081277541	0.873	0.654	1.09111383201043e-59
SOX11	3.48920687182305e-64	0.544824028077798	0.945	0.776	1.17024509274073e-59
DAB1	4.76329651430313e-64	-0.416536094391651	0.103	0.488	1.59756201793213e-59
REXO2	5.17834989479843e-64	0.458808341965907	0.94	0.831	1.73676677121645e-59
G3BP2	9.43953755501613e-64	0.482821035499764	0.942	0.824	3.16592650057686e-59
LASP1	1.14785738947234e-63	0.373751730084808	0.773	0.453	3.84979889855129e-59
HSBP1	1.16387983533071e-63	-0.438815013150051	0.949	0.986	3.90353657971566e-59
HAND2-AS1	1.2226167917753e-63	0.252483785745033	0.51	0.19	4.10053445793518e-59
SKIL	1.23907945078417e-63	0.409712487472289	0.775	0.453	4.15574856998502e-59
JAKMIP2	1.94560080488652e-63	-0.527749103863334	0.545	0.82	6.52535053950891e-59
MLF1	2.05039583113646e-63	0.261051832901335	0.653	0.286	6.87682257804859e-59
PHLDA3	2.74209992959758e-63	0.390534409294655	0.747	0.39	9.19672895387734e-59
BASP1	3.15345146158783e-63	-0.584781590425534	0.986	0.995	1.05763608570194e-58
GABARAPL2	3.4936310062592e-63	-0.470060929503067	0.77	0.896	1.17172890318927e-58
KDM5B	7.20711571425956e-63	0.440072320818114	0.865	0.59	2.41719453940552e-58
CIRBP	1.20932466565349e-62	-0.457037357847426	0.961	0.987	4.05595399613523e-58
TALDO1	1.54483562217863e-62	-0.48401075604935	0.931	0.973	5.18122419322491e-58
FAT1	1.60468449191412e-62	0.38035670443868	0.74	0.392	5.38195131743076e-58
MXD4	2.89360806441212e-62	0.437178603092458	0.699	0.373	9.70487208723179e-58
KDSR	3.78212393728094e-62	0.6111630779467	0.943	0.76	1.26848654732465e-57
PLPPR3	4.43694023462011e-62	0.356498383194752	0.681	0.335	1.48810538528924e-57
DUT	5.18114950620538e-62	-0.531534336199537	0.942	0.984	1.73770573288622e-57
NUDT15	5.48987215155494e-62	-0.471441482290336	0.455	0.704	1.84124822091001e-57
RPL28	5.58130592513413e-62	0.396416351641997	1	1	1.87191419423074e-57
CYP4F22	5.8289942202682e-62	-0.410962302218236	0.181	0.557	1.95498637153575e-57
RPL32	9.57609901438435e-62	-0.29346636981612	1	1	3.21172784843437e-57
JAK1	1.22502441396009e-61	0.476017965074161	0.991	0.989	4.10860938198074e-57
GTPBP4	1.7533759955539e-61	-0.525718829252053	0.85	0.918	5.88064775148821e-57
BSG	1.89487889523011e-61	-0.416112226910387	0.993	0.995	6.35523432671227e-57
ZFP36L1	1.99421738560637e-61	0.584357304323505	0.869	0.669	6.68840568958519e-57
PSMC5	2.22359730749348e-61	-0.438198084989949	0.95	0.985	7.45772300960239e-57
THY1	3.04313252364163e-61	0.553953344351964	0.896	0.678	1.02063621710417e-56
NRDC	3.94181279175146e-61	-0.547223916519463	0.975	0.987	1.32204459222552e-56
CAVIN1	4.72907489227454e-61	0.428057356948674	0.68	0.378	1.58608442811996e-56
EIF1	5.0458398340911e-61	0.354002048359114	0.995	0.999	1.69232422195582e-56
ITGAV	5.21092860270493e-61	0.29823248976525	0.552	0.24	1.74769334406121e-56
CHD9	1.10754417189266e-60	-0.465852610959386	0.545	0.762	3.7145923981108e-56
HSPE1	1.1372177896172e-60	-0.370846787251737	0.995	0.999	3.81411474459712e-56
CCDC71L	1.36820831638941e-60	0.39832312482158	0.635	0.315	4.58883387233845e-56
FXYD5	1.92655402287129e-60	-0.479271009295736	0.248	0.577	6.46146953730802e-56
ITGB3BP	2.46908048338398e-60	-0.414793011189592	0.526	0.766	8.28104903322152e-56
CLPP	3.43087389545474e-60	-0.463562208556148	0.86	0.941	1.15068079579656e-55
ZSWIM6	3.84382568343211e-60	0.380922901680819	0.823	0.472	1.2891806959663e-55
TBX3	4.51686809948089e-60	0.285718658611273	0.437	0.154	1.5149123918849e-55
SNW1	6.15296546391558e-60	-0.438501702873583	0.729	0.861	2.06364308694265e-55
SSR3	6.95160696015418e-60	-0.441899561139023	0.989	0.995	2.33149945836611e-55
ACTR2	1.33600827107267e-59	0.424331657941527	0.973	0.947	4.48083814035063e-55
STK26	1.70710673946261e-59	-0.381632515862999	0.094	0.452	5.72546529348364e-55
RPS6	3.09190800524081e-59	-0.305675194502877	0.993	0.999	1.03699502587772e-54
MAP1LC3A	3.20511301134544e-59	0.392854816777561	0.839	0.531	1.07496285287515e-54
NCS1	8.30563075876271e-59	0.378186802507586	0.846	0.59	2.78562550018142e-54
FBL	1.05945912201181e-58	-0.417260557028541	0.949	0.985	3.55331994931539e-54
RPS25	1.46862025375199e-58	0.421033637350132	1	0.999	4.92560546905879e-54
HSPB1	1.85785348889356e-58	0.509675210870299	0.975	0.916	6.2310548164001e-54
CD63	1.93020054171748e-58	0.565651081753338	0.996	0.994	6.47369959686627e-54
TXNRD1	2.1184787243868e-58	0.550060781108066	0.959	0.902	7.1051657937209e-54
NAE1	3.7712763212923e-58	-0.459732250329015	0.828	0.91	1.26484836539823e-53
CORO1C	4.15567553630591e-58	0.406150404167445	0.864	0.629	1.39377201812164e-53
EIF3G	4.36601901699384e-58	-0.417861673878052	0.975	0.993	1.46431911810956e-53
GAL	4.57649159258054e-58	0.39960089299894	0.634	0.308	1.53490951523559e-53
CCT6A	7.24695338238565e-58	-0.39188515280966	0.988	0.997	2.43055569491832e-53
RAD23A	1.25936524878311e-57	-0.444302915904953	0.949	0.983	4.22378510789366e-53
CLEC11A	1.31364222515758e-57	-0.566116433865096	0.536	0.742	4.40582465895602e-53
GALNT1	1.38378003626825e-57	0.390833667839758	0.788	0.493	4.64105986364007e-53
HMGN1	1.7084303564446e-57	0.368711502817479	0.996	0.996	5.72990457247955e-53
MIR4435-2HG	1.76700153217384e-57	0.502966184178629	0.795	0.536	5.92634643875783e-53
TTC3	2.00436085983827e-57	0.454951562459019	0.988	0.965	6.72242588781157e-53
CEBPB	2.17803392604008e-57	-0.664919709402011	0.696	0.854	7.30490798454582e-53
RTL8C	4.52056713214963e-57	0.426753364166884	0.899	0.757	1.51615301045167e-52
OCIAD2	5.61286126829951e-57	0.583981503248355	0.862	0.661	1.88249754077497e-52
HSD17B2	6.38112160544744e-57	0.288801314758458	0.446	0.165	2.14016437525102e-52
RNASEH2B	9.2951661769781e-57	-0.452376857232316	0.66	0.813	3.11750578409669e-52
C1orf198	9.43100852270657e-57	0.256261778219775	0.596	0.281	3.16306594843056e-52
LPP	1.15538437212917e-56	0.428807515929429	0.779	0.485	3.87504364568401e-52
CLDN1	1.25126560537589e-56	0.692554969167772	0.837	0.568	4.19661971387018e-52
RPL4	1.52781183174143e-56	-0.283602079947582	0.991	0.998	5.12412810247759e-52
SERPINF1	2.06866381131385e-56	-0.446554319715368	0.074	0.427	6.93809155676552e-52
CLMP	2.08670930070267e-56	0.395091076931419	0.715	0.371	6.99861432362668e-52
MTCH2	3.04026389743101e-56	-0.439371013278516	0.927	0.971	1.01967410855939e-51
RPL27	6.7987540109566e-56	0.327342998143363	0.991	0.998	2.28023410773474e-51
NECTIN2	1.28385521246903e-55	0.379833239337864	0.796	0.513	4.3059219970999e-51
CEP170	1.35695172601148e-55	0.400330646178927	0.867	0.637	4.55108039386991e-51
TIMM8B	1.79056620483732e-55	0.41710570707741	0.959	0.935	6.0053799944039e-51
C12orf75	2.17264917677608e-55	0.633212272623177	0.892	0.774	7.2868480739893e-51
RBM11	2.2724095424374e-55	-0.554554755185769	0.835	0.931	7.6214343643808e-51
CHCHD2	2.35876608400385e-55	-0.274629601889288	0.993	0.999	7.9110655691405e-51
SOX6	4.0883772001898e-55	0.39677879202544	0.835	0.526	1.37120082917166e-50
CETN2	4.21213700081783e-55	0.357197286709908	0.878	0.651	1.41270862870429e-50
BRIX1	4.38529682569705e-55	-0.475727203776836	0.818	0.903	1.47078470237053e-50
HMGB3	5.15667601004769e-55	0.483789723264162	0.966	0.944	1.72949756700989e-50
EMCN	6.13876331910378e-55	-0.363640937736021	0.071	0.41	2.05887982959422e-50
NR2F6	8.4268601209516e-55	-0.48722968556995	0.648	0.8	2.82628461596596e-50
RND3	9.4780391863439e-55	0.388927364890676	0.605	0.305	3.17883956270788e-50
CCDC85B	1.08960620096276e-54	-0.549660496852227	0.885	0.938	3.65443023740901e-50
AAMDC	1.92481927114945e-54	0.420989265883855	0.888	0.658	6.45565135350815e-50
PSMB1	2.26398299465506e-54	-0.351392613323684	0.991	0.997	7.5931725657736e-50
CTSB	4.09177059598542e-54	0.443165315686385	0.83	0.592	1.37233894018755e-49
CCDC34	4.2728542507098e-54	-0.463878495095981	0.807	0.916	1.43307258714556e-49
LPGAT1	4.37763495772577e-54	0.362971779479249	0.807	0.533	1.46821498847165e-49
TFAP2A	5.12428441479155e-54	0.397535301531697	0.731	0.433	1.71863374987694e-49
OAZ1	5.5621676660187e-54	-0.315023249069572	0.986	1	1.86549541350601e-49
FRMD6	5.63395808497574e-54	0.33998290921541	0.627	0.325	1.88957320212001e-49
COL4A2	7.2572006511664e-54	0.419769744970417	0.738	0.475	2.4339925263947e-49
BRI3	1.30857763112636e-53	0.407270367000998	0.959	0.968	4.38883851703469e-49
RPL39	1.46151129905295e-53	0.326116363626567	1	1	4.9017627458937e-49
PABPC1	2.36286736631645e-53	0.367013902671923	0.981	0.986	7.92482085988874e-49
ARPC5	2.78708644374698e-53	0.356849064269775	0.977	0.988	9.34760922368301e-49
F2R	3.5342744081831e-53	0.602037645521965	0.88	0.729	1.18536029376053e-48
HCLS1	4.57213490925129e-53	-0.318748805644314	0.094	0.439	1.53344832721379e-48
ARMCX3	4.66821670501283e-53	0.4168581919398	0.927	0.756	1.56567320069425e-48
POLR1D	8.39268103865962e-53	-0.435724942154658	0.885	0.938	2.81482129355605e-48
DNM3OS	1.06741628807015e-52	0.326274484364014	0.556	0.259	3.58000748855849e-48
EI24	1.15178868180791e-52	0.390684101804012	0.961	0.898	3.86298405991554e-48
GPI	1.36489449604816e-52	-0.427828370831112	0.821	0.893	4.57771965029593e-48
TMEM165	1.48221373381285e-52	0.396540227809594	0.839	0.589	4.97119664183492e-48
ECI1	1.54548922375768e-52	-0.440442900491732	0.368	0.642	5.18341630756089e-48
PRMT1	1.58389707253682e-52	-0.346213850255876	0.977	0.995	5.31223239158123e-48
CDH11	2.10521955432633e-52	0.470545262397864	0.89	0.688	7.06069586325506e-48
RPL10	2.14105975487694e-52	0.282739329633397	1	1	7.18090031188178e-48
VCL	2.59917237889443e-52	0.514756529134741	0.972	0.874	8.71736424157403e-48
HSPA14.1	3.4297182909301e-52	-0.385610542009212	0.434	0.671	1.15029321759505e-47
MTDH	3.72183234926894e-52	0.439255437453328	0.982	0.95	1.24826535162131e-47
PSAP	4.36176084631075e-52	0.473679239961601	0.95	0.824	1.46289097024416e-47
OLFM1	5.18227594421293e-52	-0.489536029727688	0.563	0.792	1.73808352892958e-47
CD151	5.50049955509895e-52	0.42359587428905	0.938	0.813	1.84481254578464e-47
SPART	5.95200561945202e-52	-0.43972654682759	0.788	0.882	1.99624316470801e-47
HEBP2	6.57341289976184e-52	0.322904102516742	0.65	0.348	2.20465695245112e-47
RPS3	6.60740500629235e-52	0.365332466032565	0.998	1	2.21605756506039e-47
SPARC	7.85046001894922e-52	0.569291289884249	0.968	0.872	2.63296578575538e-47
MRPL34	9.58527732321377e-52	-0.404716424404725	0.903	0.957	3.21480616143266e-47
DCLRE1A	1.05092936688762e-51	-0.338279296545016	0.108	0.433	3.52471200360438e-47
EIF5	1.34392716013029e-51	-0.463471247190426	0.973	0.988	4.50739730236098e-47
PLEKHO1	1.61588244752839e-51	0.39221884241609	0.931	0.803	5.41950814076547e-47
GLS	1.95967759295958e-51	0.489903307429129	0.846	0.629	6.57256267902712e-47
HSD17B12	2.43163500262321e-51	-0.474085550245226	0.874	0.926	8.15546063529799e-47
ORC6	2.78040436577268e-51	-0.4470057385162	0.68	0.819	9.325198202365e-47
GUK1	3.01417850378992e-51	0.349303754501841	0.977	0.985	1.0109253283861e-46
FZD4	3.60430390839524e-51	0.328472247880974	0.527	0.243	1.20884748783668e-46
CAPRIN1	4.57953584592479e-51	-0.503551371734992	0.982	0.99	1.53593052736472e-46
EIF4EBP1	5.88118262590794e-51	-0.410113584431712	0.945	0.988	1.97248984090327e-46
TEAD1	7.80452073527405e-51	0.337998895438566	0.804	0.521	2.61755820940356e-46
RPL30	1.13162972892191e-50	0.277419369470134	0.998	0.999	3.79537294783119e-46
APIP	1.36852986118841e-50	-0.386271717878985	0.635	0.805	4.58991230143981e-46
MND1	1.3780446238101e-50	-0.426121761986289	0.48	0.704	4.6218238637967e-46
GRIK2	1.86240214611182e-50	-0.345685989343045	0.122	0.449	6.24631055784444e-46
NENF	2.29900172809011e-50	0.364887312811451	0.966	0.936	7.71062189584141e-46
SOX4	2.57886232266959e-50	0.7205609048849	0.947	0.804	8.64924634400154e-46
CAV2	3.93493918032555e-50	-0.590433763775725	0.796	0.856	1.31973925168939e-45
CCT2	5.06980946096966e-50	-0.348062972869035	0.988	0.996	1.70036339511461e-45
DLX5	6.05063651673921e-50	-0.492424801151792	0.239	0.548	2.02932298134916e-45
GDI2	6.73627966926047e-50	-0.395194093238603	0.906	0.948	2.25928083827327e-45
TRIO	7.4091379818932e-50	0.309268231122816	0.655	0.365	2.48495078774716e-45
ADI1	8.75669872679413e-50	-0.398782780283582	0.91	0.964	2.93690918597948e-45
PSMA3	1.00222645380424e-49	-0.365770190077722	0.97	0.991	3.36136730341402e-45
ARF4	1.05218250861032e-49	0.398315941202626	0.945	0.864	3.52891491562814e-45
CDT1	1.49611300553726e-49	-0.414498544754575	0.423	0.67	5.01781340927142e-45
ALKBH7	1.5204763268585e-49	-0.383263777506314	0.846	0.922	5.09952555265071e-45
NPM1	2.54143471833366e-49	-0.288857281992168	0.998	1	8.52371790181925e-45
VIM	2.7907962950648e-49	0.595896980139569	1	0.995	9.36005169401783e-45
NUDT21	2.91773863647766e-49	-0.384911512348344	0.612	0.769	9.78580361288242e-45
DNAJA1	3.60139212871824e-49	-0.404749555926696	0.988	0.997	1.20787090605081e-44
EMD	3.73120363317295e-49	0.370706403896847	0.927	0.813	1.25140838652988e-44
COX6B1	4.28494279267934e-49	-0.322945031926657	0.97	0.998	1.43712696323672e-44
ATP5MG	5.24521109996403e-49	0.371528915996234	0.982	0.996	1.75919135081694e-44
CSTF3	5.33345355366878e-49	-0.429485313589497	0.731	0.855	1.78878698736497e-44
SEC31A	6.37330181839143e-49	0.357858858288493	0.91	0.741	2.1375416968703e-44
NDUFB9	6.71465272113193e-49	-0.339706052484651	0.979	0.993	2.25202737614044e-44
MCM10	9.56883745805308e-49	-0.460458397362941	0.382	0.639	3.20929239505642e-44
SDHB	9.81539572507705e-49	-0.376733867178194	0.842	0.921	3.29198557223359e-44
LDHB	1.37986653971691e-48	-0.287649367861919	0.986	0.999	4.62793438755655e-44
NDUFC1	2.10446823834543e-48	-0.353105433672897	0.959	0.991	7.05817602458674e-44
DNAJA2	2.57860247407192e-48	-0.431768131961759	0.811	0.877	8.64837483778981e-44
CCDC28B	3.05123051577762e-48	-0.336305466951925	0.253	0.545	1.02335220268666e-43
VDAC2	3.69527661603869e-48	-0.32660686051066	0.975	0.997	1.23935882425322e-43
UFM1	3.98104191207176e-48	-0.426637372045421	0.772	0.874	1.33520164688975e-43
NKAPD1	4.35941238297102e-48	0.299034001668504	0.825	0.55	1.46210331912465e-43
MPLKIP	4.63129802351762e-48	-0.399332147287912	0.832	0.895	1.55329104410758e-43
UNCX	7.7331371274408e-48	-0.3173462591419	0.076	0.391	2.59361686117237e-43
ADAR	7.93275759265544e-48	0.374239049020448	0.926	0.743	2.66056756900071e-43
TMEM205	1.01652698507738e-47	-0.438729105735155	0.828	0.897	3.40932985525104e-43
PCSK7	1.38411239269583e-47	0.337101862243798	0.701	0.4	4.64217455386255e-43
UTS2	1.41595008533017e-47	0.785448938026759	0.704	0.42	4.74895499118887e-43
CENPN	1.42598886663501e-47	-0.392590943276173	0.63	0.803	4.78262405980717e-43
TRNP1	1.96585116523601e-47	0.258711434843256	0.508	0.228	6.59326822308505e-43
DCBLD2	2.46971358897863e-47	0.332274947319112	0.667	0.366	8.28317240607542e-43
SNU13	2.49909220339299e-47	-0.354288694566164	0.975	0.994	8.38170534095975e-43
NDUFS7	3.44426099466312e-47	-0.381402935451133	0.92	0.959	1.15517069500006e-42
CDH2	3.59555605923457e-47	0.413104601823041	0.458	0.209	1.20591354670668e-42
MYC	4.52902705437153e-47	0.441569940957948	0.935	0.826	1.51899038376567e-42
AC245595.1	7.28750534551626e-47	0.290027266278618	0.671	0.378	2.4441564178327e-42
PALLD	1.06661558876224e-46	0.394194194543575	0.775	0.521	3.57732202314967e-42
RPL19	1.18229295159828e-46	0.280480110053027	0.998	1	3.96529233036549e-42
MPZL1	1.62190947388298e-46	0.37932147764084	0.846	0.59	5.43972218445612e-42
NKX2-2	2.0859411936127e-46	-0.357932443516065	0.101	0.41	6.99603816925764e-42
UBE2A	2.34406230859884e-46	0.35704545775261	0.94	0.904	7.86175057680966e-42
UTP11	2.49720483738494e-46	-0.381134021591205	0.874	0.928	8.37537530410534e-42
UGCG	2.69677374663779e-46	0.415512948025558	0.72	0.467	9.04470946884848e-42
IVNS1ABP	4.40746529024903e-46	0.369971916989997	0.848	0.651	1.47821978369662e-41
MT-ND2	4.57209164584576e-46	-0.608766934567114	0.998	0.995	1.53343381710021e-41
MYH10	5.36206186888042e-46	0.395255026397387	0.828	0.61	1.7983819302038e-41
BANF1	5.57104564500733e-46	-0.344252924074355	0.975	0.995	1.86847299887901e-41
YBX3	6.12580198150732e-46	-0.437737819470228	0.897	0.94	2.05453272657774e-41
PTPN13	8.10987817278053e-46	0.437455334529787	0.912	0.753	2.71997204036886e-41
KPNB1	9.50705980289963e-46	0.372347912300053	0.986	0.971	3.18857278729451e-41
LRP1	1.71046306789845e-45	0.293330384602329	0.627	0.331	5.7367220834246e-41
CTNNB1	2.02143114264737e-45	0.36860776472613	0.855	0.626	6.77967790932502e-41
CNIH4	2.18273747044044e-45	0.43890770724964	0.984	0.957	7.32068320211021e-41
IER5L	3.00772259079024e-45	0.523433102781014	0.773	0.544	1.00876007972514e-40
SLC9A3R1	3.32414561036217e-45	-0.31641675598908	0.152	0.459	1.11488519625937e-40
AMOTL1	3.55038794144695e-45	0.264737417970909	0.632	0.34	1.19076461168189e-40
MMP2	3.91029741279301e-45	0.282099703970665	0.669	0.362	1.31147464927665e-40
REST	4.10220284826462e-45	0.294484524178206	0.8	0.524	1.37583781327947e-40
MGAT4C	4.31171412531015e-45	-0.315650424256728	0.071	0.377	1.44610580048777e-40
NDUFAB1	6.23757542479914e-45	-0.300326819645981	0.984	0.997	2.09202042172338e-40
PSMA4	1.18611028364106e-44	-0.320655357876305	0.981	0.996	3.97809528030374e-40
OTX2	1.38070575444704e-44	-0.317306608148813	0.076	0.369	4.63074902983992e-40
IER2	1.41349701657729e-44	-0.564548224278191	0.74	0.832	4.74072764389859e-40
MFAP4	1.61326212294199e-44	0.689066097964119	0.789	0.513	5.41071983413513e-40
STK38L	2.15892426832256e-44	0.25873780686162	0.494	0.227	7.24081610352704e-40
HSPA9	3.25429602459055e-44	-0.401512622393937	0.961	0.973	1.09145834368742e-39
UQCR11	3.45772310323696e-44	-0.297223980072844	0.973	0.997	1.15968575159464e-39
PNRC1	3.87222725245967e-44	0.400222932635975	0.742	0.488	1.29870629820245e-39
PHB	4.19732162884549e-44	-0.310788291802587	0.989	0.997	1.40773970109849e-39
FOXP1	5.17257148048602e-44	0.359153484434091	0.807	0.569	1.73482874884021e-39
ALG5	5.3730078323182e-44	-0.345455243326818	0.506	0.707	1.8020530968812e-39
EIF3K	5.37683250132784e-44	-0.331072926482632	0.979	0.995	1.80333585262034e-39
TMEM123	6.60215784980891e-44	0.407371742768205	0.924	0.793	2.21429772124741e-39
RDX	7.72540018124074e-44	0.358020757136316	0.993	0.98	2.59102196678633e-39
RPL37	8.74079408559697e-44	-0.313903319729133	1	1	2.93157492836837e-39
MT-CO3	1.03190240877728e-43	-0.394331479825667	0.998	0.998	3.46089748879811e-39
ASPH	1.12928150235502e-43	0.406638410519581	0.837	0.615	3.78749723074849e-39
ROBO2	1.42707046326602e-43	0.273286785503174	0.543	0.269	4.78625162674789e-39
COL5A2	1.47381992844952e-43	0.433568900968427	0.862	0.653	4.94304465802684e-39
RPL36A	1.87453358183401e-43	0.296594343173683	0.995	0.997	6.28699818011309e-39
ALX4	2.08401059016817e-43	-0.322471510666351	0.15	0.442	6.98956311836501e-39
IRS1	2.31358080357846e-43	0.252513472154682	0.582	0.298	7.75951865712179e-39
CHAF1A	2.33165966681117e-43	-0.414163565710949	0.671	0.823	7.82015335651798e-39
MIF	2.7374802033834e-43	-0.334669261721367	0.958	0.991	9.18123485412759e-39
KCNE4	3.26651425042745e-43	0.542752623861095	0.919	0.757	1.09555621445086e-38
LAGE3	3.33988727665126e-43	0.367638132444447	0.919	0.909	1.12016479371607e-38
RBM17	4.29276620878496e-43	-0.390709216979266	0.865	0.93	1.43975085876439e-38
SKA3	4.65533940560313e-43	-0.404166991278273	0.435	0.646	1.56135428324523e-38
MEG3	4.69678290893772e-43	0.632947424454147	0.796	0.569	1.57525401982862e-38
COL21A1	4.73782729905446e-43	-0.287105089319598	0.101	0.413	1.58901989782988e-38
SF3A3	5.08365843649543e-43	-0.364541057113675	0.892	0.932	1.7050082030162e-38
CCDC90B	5.696386704964e-43	0.338364523792083	0.912	0.755	1.91051113697788e-38
EIF4A3	8.0437195578727e-43	-0.366909985049106	0.86	0.923	2.69778310251493e-38
COX5B	8.5460945469727e-43	-0.294156842814531	0.989	0.998	2.86627465010917e-38
RPL8	1.08613485808222e-42	-0.251923447268122	1	1	3.64278770052195e-38
FUNDC2	1.1424368255749e-42	0.316913274824122	0.897	0.755	3.83161886929565e-38
VMO1	1.27911322259243e-42	-0.353749962142043	0.08	0.366	4.29001783725277e-38
CREBZF	1.73939220604492e-42	0.320591013312383	0.722	0.443	5.83374751985405e-38
MAP2K5	1.97597682191768e-42	-0.332499157430668	0.292	0.544	6.62722866302972e-38
NUDC	2.32140939353621e-42	-0.297938334860321	0.986	0.996	7.78577496498109e-38
RAMP1	2.42095286973143e-42	0.341620709904672	0.807	0.462	8.11963382979225e-38
RAN	2.84465310229986e-42	-0.259569990309375	0.993	0.999	9.54068203980349e-38
TWIST1	3.339871781932e-42	0.354142296713903	0.819	0.531	1.12015959694217e-37
NDUFA1	3.54216527700687e-42	0.305793017245261	0.979	0.986	1.18800681225533e-37
COMMD3	3.71840277536224e-42	-0.339099676902741	0.595	0.755	1.24711510682874e-37
CAPG	3.7650553841622e-42	-0.296681670711772	0.112	0.407	1.26276192529416e-37
C12orf57	3.92952937178408e-42	-0.423037664323234	0.924	0.965	1.31792485600266e-37
POU3F1	4.56144308569578e-42	-0.446325723016938	0.637	0.807	1.52986239651151e-37
SNRPG	4.61681744751437e-42	-0.32121760939861	0.977	0.994	1.54843440372185e-37
COL4A1	5.49728344384122e-42	0.321469416958501	0.579	0.307	1.84373389422991e-37
DBN1	6.33724500154111e-42	0.414148475545421	0.972	0.909	2.12544860106687e-37
ITM2A	8.63913757121006e-42	-0.559615227867364	0.984	0.967	2.89748035000814e-37
KLF6	9.45460212728705e-42	0.460212568704385	0.804	0.591	3.17097900747081e-37
PSMC1	1.2937936625153e-41	-0.347208541989328	0.965	0.981	4.33925456471005e-37
NEFM	1.42000385096708e-41	-0.293052010696696	0.03	0.295	4.7625509157585e-37
ID3	1.50148100610418e-41	0.491050683380263	0.984	0.965	5.03581714637282e-37
GNAI2	2.54750349474442e-41	0.321051766263534	0.972	0.94	8.54407197102331e-37
CHCHD7	2.67611252230142e-41	-0.355861631048993	0.735	0.848	8.97541378854674e-37
PAFAH1B2	2.86096216376871e-41	0.318922192062302	0.88	0.692	9.59538100106387e-37
FAM49A	3.81052876704258e-41	-0.413712803989368	0.582	0.742	1.27801324317841e-36
MYO1C	4.20981145757906e-41	0.333248409129722	0.858	0.677	1.41192866475744e-36
ZNF703	4.92245706472918e-41	0.357033340542074	0.896	0.754	1.65094287493952e-36
NOP56	5.01060106761515e-41	-0.352252844852991	0.966	0.984	1.68050549206744e-36
ADRB3	5.87291003848764e-41	-0.269703401267586	0.106	0.394	1.96971529780837e-36
UBA6	6.11556341870563e-41	0.291450025222438	0.724	0.462	2.05109881499968e-36
PSMD14	6.37538520511317e-41	-0.353893497797713	0.95	0.976	2.1382404439429e-36
CCT7	7.89040399038089e-41	-0.291328886402589	0.984	0.993	2.64636259433385e-36
VRK1	9.07028334211712e-41	-0.367829879042339	0.724	0.875	3.04208233011266e-36
GSTO1	1.23665723804161e-40	-0.376426516512142	0.931	0.967	4.14762471066775e-36
HOXD8	1.73433579622399e-40	-0.329152666544159	0.242	0.5	5.81678882695565e-36
TAF15	1.95035536873298e-40	0.376094649494391	0.834	0.612	6.54129687119356e-36
SERBP1	1.96189773929588e-40	-0.285992287905043	0.991	0.998	6.58000882782444e-36
POU1F1	2.09467838159478e-40	-0.365186334833036	0.037	0.305	7.02534182403073e-36
NAV1	2.52478410330837e-40	0.351473303862509	0.791	0.555	8.46787340408595e-36
ARHGEF12	3.07861102867572e-40	0.291322616127842	0.77	0.508	1.03253535290755e-35
RFC3	3.09050665794759e-40	-0.345191437026341	0.471	0.654	1.03652502800904e-35
